date,provider,model,team,project,requests,input_tokens,output_tokens,cache_read_tokens,cost_usd
2026-06-08,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,2002,2330048,236671,693440,3.58
2026-06-08,bedrock,claude-haiku-4-5,Support,Ticket Triage,9819,11150704,1303637,2849483,17.95
2026-06-08,bedrock,claude-sonnet-5,Support,Ticket Triage,693,1290048,420454,318760,10.27
2026-06-09,bedrock,claude-opus-5,Delivery,Client Portal,395,861735,435029,270722,15.32
2026-06-09,bedrock,claude-opus-4-8,Delivery,Cortex CMS,392,748556,447625,185711,15.03
2026-06-09,bedrock,claude-sonnet-5,Delivery,Cortex CMS,3307,5967037,1948468,1735784,47.65
2026-06-09,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,35746,39347033,3273281,9216917,56.64
2026-06-09,bedrock,claude-sonnet-5,Platform,Agent Runtime,1712,2896320,609034,860414,18.08
2026-06-09,anthropic-api,claude-fable-5,Data Science,Forecasting,75,261519,184232,68958,11.90
2026-06-09,anthropic-api,claude-opus-5,Data Science,Churn Model,226,499459,269722,144215,9.31
2026-06-09,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,919,1679085,697149,439043,15.63
2026-06-09,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,2545,3108315,393801,880284,5.17
2026-06-09,bedrock,claude-haiku-4-5,Support,Ticket Triage,10331,11784959,1062766,3478611,17.45
2026-06-09,bedrock,claude-sonnet-5,Support,Ticket Triage,594,938180,246107,284257,6.59
2026-06-10,bedrock,claude-opus-5,Delivery,Cortex CMS,477,913233,430687,218238,15.44
2026-06-10,bedrock,claude-opus-4-8,Delivery,Cortex CMS,383,784841,469215,196076,15.75
2026-06-10,bedrock,claude-sonnet-5,Delivery,Cortex CMS,2870,4622527,2198676,1434732,47.28
2026-06-10,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,33942,37309412,3437729,10548017,55.55
2026-06-10,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,1771,3088120,605164,763758,18.57
2026-06-10,anthropic-api,claude-fable-5,Data Science,Forecasting,65,237382,166877,69846,10.79
2026-06-10,anthropic-api,claude-opus-5,Data Science,Churn Model,177,350585,211909,87057,7.09
2026-06-10,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,985,1826718,791029,512240,17.50
2026-06-10,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,2033,2286070,314279,625226,3.92
2026-06-10,bedrock,claude-haiku-4-5,Support,Ticket Triage,13885,16802440,1409332,4497997,24.30
2026-06-10,bedrock,claude-sonnet-5,Support,Ticket Triage,657,1148505,284847,302100,7.81
2026-06-11,bedrock,claude-opus-5,Delivery,Cortex CMS,431,978944,481031,301074,17.07
2026-06-11,bedrock,claude-opus-4-8,Delivery,Client Portal,400,1001948,403024,293211,15.23
2026-06-11,bedrock,claude-sonnet-5,Delivery,Cortex CMS,3683,5772891,2550697,1776739,56.11
2026-06-11,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,36770,41524684,3009453,12233246,57.80
2026-06-11,bedrock,claude-sonnet-5,Platform,Agent Runtime,1879,3032604,501817,849160,16.88
2026-06-11,anthropic-api,claude-fable-5,Data Science,Churn Model,77,257142,157345,79003,10.52
2026-06-11,anthropic-api,claude-opus-5,Data Science,Churn Model,205,438671,221716,122325,7.80
2026-06-11,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,944,1767496,655234,464201,15.27
2026-06-11,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,2258,2755336,377312,882424,4.73
2026-06-11,bedrock,claude-haiku-4-5,Support,Ticket Triage,13002,15037239,1348308,4158746,22.19
2026-06-11,bedrock,claude-sonnet-5,Support,Ticket Triage,703,1196883,312104,382618,8.39
2026-06-12,bedrock,claude-opus-5,Delivery,Cortex CMS,457,877359,450759,284090,15.80
2026-06-12,bedrock,claude-opus-4-8,Delivery,Cortex CMS,323,667199,373986,168564,12.77
2026-06-12,bedrock,claude-sonnet-5,Delivery,Cortex CMS,3874,7256665,2639482,2128472,62.00
2026-06-12,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,35282,40108481,2749614,10211164,54.88
2026-06-12,bedrock,claude-sonnet-5,Platform,Agent Runtime,1629,2667026,558335,739013,16.60
2026-06-12,anthropic-api,claude-fable-5,Data Science,Forecasting,78,319522,209405,102067,13.77
2026-06-12,anthropic-api,claude-opus-5,Data Science,Churn Model,247,571806,389330,170504,12.68
2026-06-12,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,1110,1966288,715756,556670,16.80
2026-06-12,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,2318,2805404,325287,826690,4.51
2026-06-12,bedrock,claude-haiku-4-5,Support,Ticket Triage,11422,12877829,1046466,3896747,18.50
2026-06-12,bedrock,claude-sonnet-5,Support,Ticket Triage,708,1095462,303521,349044,7.94
2026-06-13,bedrock,claude-opus-5,Delivery,Cortex CMS,127,274127,118104,85981,4.37
2026-06-13,bedrock,claude-opus-4-8,Delivery,Cortex CMS,77,180574,83095,53942,3.01
2026-06-13,bedrock,claude-sonnet-5,Delivery,Cortex CMS,696,1034276,393682,333086,9.11
2026-06-13,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,8177,9148076,594224,2405732,12.36
2026-06-13,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,379,619872,124974,201422,3.79
2026-06-13,anthropic-api,claude-fable-5,Data Science,Forecasting,14,51855,31904,15303,2.13
2026-06-13,anthropic-api,claude-opus-5,Data Science,Forecasting,61,129215,73569,37953,2.50
2026-06-13,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,202,321558,143616,103084,3.15
2026-06-13,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,497,565494,62328,146027,0.89
2026-06-13,bedrock,claude-haiku-4-5,Support,Ticket Triage,2844,3323902,353920,828629,5.18
2026-06-13,bedrock,claude-sonnet-5,Support,Ticket Triage,140,218666,55521,68703,1.51
2026-06-14,bedrock,claude-opus-5,Delivery,Cortex CMS,98,223363,102137,60578,3.70
2026-06-14,bedrock,claude-opus-4-8,Delivery,Client Portal,67,149352,60981,37707,2.29
2026-06-14,bedrock,claude-sonnet-5,Delivery,Cortex CMS,912,1364587,447379,426497,10.93
2026-06-14,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,8123,9704379,703635,2827932,13.51
2026-06-14,bedrock,claude-sonnet-5,Platform,Agent Runtime,331,526840,97329,151957,3.09
2026-06-14,anthropic-api,claude-fable-5,Data Science,Churn Model,18,66628,50178,20491,3.20
2026-06-14,anthropic-api,claude-opus-5,Data Science,Forecasting,56,109463,78090,28105,2.51
2026-06-14,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,198,313492,148594,92297,3.20
2026-06-14,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,506,609164,58531,168298,0.92
2026-06-14,bedrock,claude-haiku-4-5,Support,Ticket Triage,2362,2674456,271945,725696,4.11
2026-06-14,bedrock,claude-sonnet-5,Support,Ticket Triage,115,174816,53730,51134,1.35
2026-06-15,bedrock,claude-opus-5,Delivery,Client Portal,612,1361819,780271,456714,26.54
2026-06-15,bedrock,claude-opus-4-8,Delivery,Cortex CMS,296,614245,252427,191637,9.48
2026-06-15,bedrock,claude-sonnet-5,Delivery,Client Portal,3940,6182910,2774686,1727940,60.69
2026-06-15,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,32256,38821905,2513797,11699677,52.56
2026-06-15,bedrock,claude-sonnet-5,Platform,Agent Runtime,1692,2584054,472167,776900,15.07
2026-06-15,anthropic-api,claude-fable-5,Data Science,Forecasting,75,237186,168504,66605,10.86
2026-06-15,anthropic-api,claude-opus-5,Data Science,Forecasting,285,547680,394082,155927,12.67
2026-06-15,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,1145,2116211,1111438,620379,23.21
2026-06-15,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,2426,2950509,392891,862731,5.00
2026-06-15,bedrock,claude-haiku-4-5,Support,Ticket Triage,13148,14442017,1542422,3903598,22.54
2026-06-15,bedrock,claude-sonnet-5,Support,Ticket Triage,732,1210409,398981,372203,9.73
2026-06-16,bedrock,claude-opus-5,Delivery,Client Portal,488,1042058,522786,339413,18.45
2026-06-16,bedrock,claude-opus-4-8,Delivery,Client Portal,300,597071,287950,194794,10.28
2026-06-16,bedrock,claude-sonnet-5,Delivery,Cortex CMS,4233,6549234,2983868,1728755,64.92
2026-06-16,bedrock,claude-haiku-4-5,Platform,Agent Runtime,35280,42259180,2982932,13275515,58.50
2026-06-16,bedrock,claude-sonnet-5,Platform,Agent Runtime,1653,2549469,410635,802106,14.05
2026-06-16,anthropic-api,claude-fable-5,Data Science,Forecasting,92,364404,297355,118103,18.63
2026-06-16,anthropic-api,claude-opus-5,Data Science,Churn Model,278,525802,344721,163021,11.33
2026-06-16,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,1006,1686820,751345,454309,16.47
2026-06-16,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,2407,2744108,294835,871584,4.31
2026-06-16,bedrock,claude-haiku-4-5,Support,Ticket Triage,10725,12548646,1328816,3409678,19.53
2026-06-16,bedrock,claude-sonnet-5,Support,Ticket Triage,754,1221065,383626,400311,9.54
2026-06-17,bedrock,claude-opus-5,Delivery,Client Portal,540,1346982,756656,421915,25.86
2026-06-17,bedrock,claude-opus-4-8,Delivery,Client Portal,296,681392,337345,220723,11.95
2026-06-17,bedrock,claude-sonnet-5,Delivery,Cortex CMS,3874,5960603,2860170,2000844,61.38
2026-06-17,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,35100,39761569,3170463,13913048,57.01
2026-06-17,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,1616,2464889,445332,833308,14.32
2026-06-17,anthropic-api,claude-fable-5,Data Science,Churn Model,77,315220,245111,87043,15.49
2026-06-17,anthropic-api,claude-opus-5,Data Science,Forecasting,254,559207,269477,183669,9.62
2026-06-17,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,893,1582870,575140,554092,13.54
2026-06-17,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,2339,2825215,395406,991190,4.90
2026-06-17,bedrock,claude-haiku-4-5,Support,Ticket Triage,13040,15467663,1397474,5267771,22.98
2026-06-17,bedrock,claude-sonnet-5,Support,Ticket Triage,585,1086429,390006,360267,9.22
2026-06-18,bedrock,claude-opus-5,Delivery,Client Portal,660,1435603,641788,423846,23.43
2026-06-18,bedrock,claude-opus-4-8,Delivery,Cortex CMS,302,708723,381750,210448,13.19
2026-06-18,bedrock,claude-sonnet-5,Delivery,Client Portal,3849,6156922,2913836,1759303,62.71
2026-06-18,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,32992,37846351,3239832,12265106,55.27
2026-06-18,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,1478,2699292,490746,924158,15.74
2026-06-18,anthropic-api,claude-fable-5,Data Science,Churn Model,74,275517,206261,74971,13.14
2026-06-18,anthropic-api,claude-opus-5,Data Science,Forecasting,299,654060,448370,191064,14.58
2026-06-18,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,1130,2049230,965106,569901,20.80
2026-06-18,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,2273,2784295,307832,910422,4.41
2026-06-18,bedrock,claude-haiku-4-5,Support,Ticket Triage,13441,15038892,1449603,4100646,22.70
2026-06-18,bedrock,claude-sonnet-5,Support,Ticket Triage,753,1387634,391038,457552,10.17
2026-06-19,bedrock,claude-opus-5,Delivery,Client Portal,646,1620751,711301,433596,26.10
2026-06-19,bedrock,claude-opus-4-8,Delivery,Cortex CMS,293,590143,314691,180249,10.91
2026-06-19,bedrock,claude-sonnet-5,Delivery,Cortex CMS,3260,5060615,1724684,1783145,41.59
2026-06-19,bedrock,claude-haiku-4-5,Platform,Agent Runtime,34514,41414315,2992429,11422305,57.52
2026-06-19,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,1723,3030371,549564,943918,17.62
2026-06-19,anthropic-api,claude-fable-5,Data Science,Forecasting,76,279815,166404,79676,11.20
2026-06-19,anthropic-api,claude-opus-5,Data Science,Churn Model,315,695381,347448,220755,12.27
2026-06-19,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,859,1583276,687813,562654,15.24
2026-06-19,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,2470,2992955,309290,848096,4.62
2026-06-19,bedrock,claude-haiku-4-5,Support,Ticket Triage,12731,14491382,1338991,3889405,21.58
2026-06-19,bedrock,claude-sonnet-5,Support,Ticket Triage,708,1187717,344515,350192,8.84
2026-06-20,bedrock,claude-opus-5,Delivery,Client Portal,114,220794,115913,65995,4.03
2026-06-20,bedrock,claude-opus-4-8,Delivery,Client Portal,73,148302,63328,44678,2.35
2026-06-20,bedrock,claude-sonnet-5,Delivery,Client Portal,787,1233779,559369,390368,12.21
2026-06-20,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,8726,9697836,860204,3159796,14.31
2026-06-20,bedrock,claude-sonnet-5,Platform,Agent Runtime,448,802274,154583,281568,4.81
2026-06-20,anthropic-api,claude-fable-5,Data Science,Churn Model,21,70203,58252,24184,3.64
2026-06-20,anthropic-api,claude-opus-5,Data Science,Forecasting,67,168227,96774,56282,3.29
2026-06-20,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,251,428077,190774,155382,4.19
2026-06-20,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,590,697286,73780,205720,1.09
2026-06-20,bedrock,claude-haiku-4-5,Support,Ticket Triage,2990,3404871,398360,1024453,5.50
2026-06-20,bedrock,claude-sonnet-5,Support,Ticket Triage,167,275134,96885,88888,2.31
2026-06-21,bedrock,claude-opus-5,Delivery,Cortex CMS,157,334460,137137,103700,5.15
2026-06-21,bedrock,claude-opus-4-8,Delivery,Cortex CMS,63,154041,81780,55944,2.84
2026-06-21,bedrock,claude-sonnet-5,Delivery,Client Portal,783,1438242,625648,510536,13.85
2026-06-21,bedrock,claude-haiku-4-5,Platform,Agent Runtime,9235,10272606,766443,3417335,14.45
2026-06-21,bedrock,claude-sonnet-5,Platform,Agent Runtime,361,537577,104576,165675,3.23
2026-06-21,anthropic-api,claude-fable-5,Data Science,Churn Model,18,61415,40451,20502,2.66
2026-06-21,anthropic-api,claude-opus-5,Data Science,Forecasting,58,134627,81915,44475,2.74
2026-06-21,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,189,346650,173493,104271,3.67
2026-06-21,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,455,519332,57133,147405,0.82
2026-06-21,bedrock,claude-haiku-4-5,Support,Ticket Triage,2708,3005918,306638,880244,4.63
2026-06-21,bedrock,claude-sonnet-5,Support,Ticket Triage,142,259669,81907,84181,2.03
2026-06-22,bedrock,claude-opus-5,Delivery,Cortex CMS,787,1928198,977804,684077,34.43
2026-06-22,bedrock,claude-opus-4-8,Delivery,Cortex CMS,326,796632,417580,246091,14.55
2026-06-22,bedrock,claude-sonnet-5,Delivery,Cortex CMS,4578,8303864,3318457,2462721,75.43
2026-06-22,bedrock,claude-haiku-4-5,Platform,Agent Runtime,30245,33165272,2890271,10432804,48.66
2026-06-22,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,1652,2574108,443823,794373,14.62
2026-06-22,anthropic-api,claude-fable-5,Data Science,Forecasting,88,332903,270797,108588,16.98
2026-06-22,anthropic-api,claude-opus-5,Data Science,Forecasting,305,657051,455101,221472,14.77
2026-06-22,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,1057,1591702,591333,457681,13.78
2026-06-22,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,2224,2587236,294502,782911,4.14
2026-06-22,bedrock,claude-haiku-4-5,Support,Ticket Triage,13360,15473713,1419281,5328898,23.10
2026-06-22,bedrock,claude-sonnet-5,Support,Ticket Triage,740,1220189,383030,428713,9.53
2026-06-23,bedrock,claude-opus-5,Delivery,Client Portal,696,1360367,724969,444670,25.15
2026-06-23,bedrock,claude-opus-4-8,Delivery,Client Portal,249,479605,263399,150343,9.06
2026-06-23,bedrock,claude-sonnet-5,Delivery,Client Portal,3318,5476888,2375569,2059318,52.68
2026-06-23,bedrock,claude-haiku-4-5,Platform,Agent Runtime,30477,35410783,2420773,10957136,48.61
2026-06-23,bedrock,claude-sonnet-5,Platform,Agent Runtime,1676,3091811,634106,953936,19.07
2026-06-23,anthropic-api,claude-fable-5,Data Science,Churn Model,98,318175,230923,116661,14.84
2026-06-23,anthropic-api,claude-opus-5,Data Science,Forecasting,327,814282,576150,235820,18.59
2026-06-23,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,1071,1813796,880648,604330,18.83
2026-06-23,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,2523,2873164,410474,845290,5.01
2026-06-23,bedrock,claude-haiku-4-5,Support,Ticket Triage,14436,17231724,2021025,5729033,27.91
2026-06-23,bedrock,claude-sonnet-5,Support,Ticket Triage,769,1199155,296676,371787,8.16
2026-06-24,bedrock,claude-opus-5,Delivery,Cortex CMS,751,1704702,881666,585081,30.86
2026-06-24,bedrock,claude-opus-4-8,Delivery,Client Portal,295,733182,406416,229555,13.94
2026-06-24,bedrock,claude-sonnet-5,Delivery,Cortex CMS,4564,7896675,2704208,2258321,64.93
2026-06-24,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,30401,34832664,2615288,11306355,49.04
2026-06-24,bedrock,claude-sonnet-5,Platform,Agent Runtime,1905,3569035,730908,1020218,21.98
2026-06-24,anthropic-api,claude-fable-5,Data Science,Forecasting,87,295956,168468,100310,11.48
2026-06-24,anthropic-api,claude-opus-5,Data Science,Forecasting,369,918047,550097,346161,18.52
2026-06-24,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,1087,1883947,736530,643717,16.89
2026-06-24,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,2837,3472908,378364,1121871,5.48
2026-06-24,bedrock,claude-haiku-4-5,Support,Ticket Triage,15089,17830714,1818863,5148817,27.44
2026-06-24,bedrock,claude-sonnet-5,Support,Ticket Triage,703,1115710,303084,384458,8.01
2026-06-25,bedrock,claude-opus-5,Delivery,Cortex CMS,730,1541939,835767,464748,28.84
2026-06-25,bedrock,claude-opus-4-8,Delivery,Client Portal,301,652174,333416,250983,11.72
2026-06-25,bedrock,claude-sonnet-5,Delivery,Cortex CMS,4311,7434068,2939426,2459795,67.13
2026-06-25,bedrock,claude-haiku-4-5,Platform,Agent Runtime,42273,49078481,4115740,17909487,71.45
2026-06-25,bedrock,claude-sonnet-5,Platform,Agent Runtime,1681,3086934,542182,1121907,17.73
2026-06-25,anthropic-api,claude-fable-5,Data Science,Churn Model,79,300714,220520,105379,14.14
2026-06-25,anthropic-api,claude-opus-5,Data Science,Churn Model,317,687810,340541,208392,12.06
2026-06-25,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,991,1569991,739194,567938,15.97
2026-06-25,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,2559,3125290,335404,1063875,4.91
2026-06-25,bedrock,claude-haiku-4-5,Support,Ticket Triage,14210,16696700,1538220,6172297,25.01
2026-06-25,bedrock,claude-sonnet-5,Support,Ticket Triage,699,1309232,340948,378740,9.16
2026-06-26,bedrock,claude-opus-5,Delivery,Cortex CMS,853,2089535,1188690,742740,40.54
2026-06-26,bedrock,claude-opus-4-8,Delivery,Client Portal,277,652437,289658,247496,10.63
2026-06-26,bedrock,claude-sonnet-5,Delivery,Cortex CMS,4648,7029903,3125973,2694499,68.79
2026-06-26,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,42899,49287374,4091577,18102496,71.56
2026-06-26,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,2197,3555152,598774,1120686,19.98
2026-06-26,anthropic-api,claude-fable-5,Data Science,Churn Model,99,318245,215826,121994,14.10
2026-06-26,anthropic-api,claude-opus-5,Data Science,Churn Model,327,730472,366518,214218,12.92
2026-06-26,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,1224,2011260,751090,749771,17.53
2026-06-26,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,2804,3080499,425212,1153036,5.32
2026-06-26,bedrock,claude-haiku-4-5,Support,Ticket Triage,14690,16991122,1909256,6007791,27.14
2026-06-26,bedrock,claude-sonnet-5,Support,Ticket Triage,650,1051214,303982,308097,7.81
2026-06-27,bedrock,claude-opus-5,Delivery,Client Portal,199,393596,229199,120484,7.76
2026-06-27,bedrock,claude-opus-4-8,Delivery,Cortex CMS,45,111938,45387,35485,1.71
2026-06-27,bedrock,claude-sonnet-5,Delivery,Cortex CMS,968,1443647,678487,458859,14.65
2026-06-27,bedrock,claude-haiku-4-5,Platform,Agent Runtime,7215,8807983,831976,2594562,13.23
2026-06-27,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,365,565093,122407,205784,3.59
2026-06-27,anthropic-api,claude-fable-5,Data Science,Forecasting,19,71694,43038,26954,2.90
2026-06-27,anthropic-api,claude-opus-5,Data Science,Forecasting,73,159323,94482,54859,3.19
2026-06-27,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,203,355619,154317,107975,3.41
2026-06-27,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,532,649105,74768,219565,1.04
2026-06-27,bedrock,claude-haiku-4-5,Support,Ticket Triage,3394,3829275,351506,1262974,5.71
2026-06-27,bedrock,claude-sonnet-5,Support,Ticket Triage,130,216884,53304,68971,1.47
2026-06-28,bedrock,claude-opus-5,Delivery,Client Portal,195,368568,150239,121829,5.66
2026-06-28,bedrock,claude-opus-4-8,Delivery,Client Portal,58,113542,56544,34106,2.00
2026-06-28,bedrock,claude-sonnet-5,Delivery,Cortex CMS,819,1392663,574252,414275,12.92
2026-06-28,bedrock,claude-haiku-4-5,Platform,Agent Runtime,7869,9573868,893143,3549871,14.39
2026-06-28,bedrock,claude-sonnet-5,Platform,Agent Runtime,455,683952,133580,260446,4.13
2026-06-28,anthropic-api,claude-fable-5,Data Science,Churn Model,23,90293,70703,30406,4.47
2026-06-28,anthropic-api,claude-opus-5,Data Science,Forecasting,82,171018,115354,56259,3.77
2026-06-28,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,231,423459,185415,164712,4.10
2026-06-28,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,675,820373,112942,249069,1.41
2026-06-28,bedrock,claude-haiku-4-5,Support,Ticket Triage,3494,4007728,408464,1308197,6.18
2026-06-28,bedrock,claude-sonnet-5,Support,Ticket Triage,152,264968,92303,101317,2.21
2026-06-29,bedrock,claude-opus-5,Delivery,Client Portal,882,1882752,798058,586080,29.66
2026-06-29,bedrock,claude-opus-4-8,Delivery,Cortex CMS,185,405014,196535,121985,7.00
2026-06-29,bedrock,claude-sonnet-5,Delivery,Cortex CMS,3811,6760474,2614739,2300876,60.19
2026-06-29,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,37015,44199196,2892890,16487790,60.31
2026-06-29,bedrock,claude-sonnet-5,Platform,Agent Runtime,1870,2975884,690586,1014127,19.59
2026-06-29,anthropic-api,claude-fable-5,Data Science,Churn Model,104,334588,214651,129486,14.21
2026-06-29,anthropic-api,claude-opus-5,Data Science,Churn Model,366,770869,521695,285990,17.04
2026-06-29,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,1300,2012900,1038102,656060,21.81
2026-06-29,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,2222,2616808,329798,1012350,4.37
2026-06-29,bedrock,claude-haiku-4-5,Support,Ticket Triage,16688,18538265,2186427,6977094,30.17
2026-06-29,bedrock,claude-sonnet-5,Support,Ticket Triage,746,1148123,376663,373864,9.21
2026-06-30,bedrock,claude-opus-5,Delivery,Client Portal,721,1612116,652012,594669,24.66
2026-06-30,bedrock,claude-opus-4-8,Delivery,Cortex CMS,186,467416,190648,154919,7.18
2026-06-30,bedrock,claude-sonnet-5,Delivery,Client Portal,4664,7609808,3489645,2673445,75.98
2026-06-30,bedrock,claude-haiku-4-5,Platform,Agent Runtime,33146,36502323,3121190,11734168,53.28
2026-06-30,bedrock,claude-sonnet-5,Platform,Agent Runtime,2157,3737144,762219,1330863,23.04
2026-06-30,anthropic-api,claude-fable-5,Data Science,Forecasting,104,302886,206182,115101,13.45
2026-06-30,anthropic-api,claude-opus-5,Data Science,Forecasting,414,878673,622804,329048,20.13
2026-06-30,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,985,1627137,719222,492743,15.82
2026-06-30,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,2407,2880401,379012,929628,4.87
2026-06-30,bedrock,claude-haiku-4-5,Support,Ticket Triage,15134,17261479,1824542,5745267,26.96
2026-06-30,bedrock,claude-sonnet-5,Support,Ticket Triage,835,1363949,381553,506573,9.97
2026-07-01,bedrock,claude-opus-5,Delivery,Client Portal,785,1930050,1034025,709833,35.86
2026-07-01,bedrock,claude-opus-4-8,Delivery,Cortex CMS,190,394683,182858,126589,6.61
2026-07-01,bedrock,claude-sonnet-5,Delivery,Client Portal,4164,6851807,2251476,2129437,54.97
2026-07-01,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,35722,39375166,3046532,14822080,56.09
2026-07-01,bedrock,claude-sonnet-5,Platform,Agent Runtime,2293,4190355,984624,1625835,27.83
2026-07-01,anthropic-api,claude-fable-5,Data Science,Forecasting,106,330448,238549,131308,15.36
2026-07-01,anthropic-api,claude-opus-5,Data Science,Forecasting,437,936950,450210,294128,16.09
2026-07-01,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,1282,2194078,1103592,872086,23.40
2026-07-01,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,2478,2961392,410392,1007596,5.11
2026-07-01,bedrock,claude-haiku-4-5,Support,Ticket Triage,13183,14938231,1350221,6153513,22.30
2026-07-01,bedrock,claude-sonnet-5,Support,Ticket Triage,693,1251757,326442,423815,8.78
2026-07-02,bedrock,claude-opus-5,Delivery,Cortex CMS,1032,2022777,1103354,676963,38.04
2026-07-02,bedrock,claude-opus-4-8,Delivery,Cortex CMS,194,406020,172665,158074,6.43
2026-07-02,bedrock,claude-sonnet-5,Delivery,Cortex CMS,4617,7996079,2978891,3036841,69.58
2026-07-02,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,34140,37871662,2615874,14170812,52.37
2026-07-02,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,2205,3658195,848422,1345469,24.10
2026-07-02,anthropic-api,claude-fable-5,Data Science,Churn Model,89,322856,216174,110424,14.15
2026-07-02,anthropic-api,claude-opus-5,Data Science,Churn Model,490,1075978,696053,340847,22.95
2026-07-02,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,1103,1872675,914294,613278,19.52
2026-07-02,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,2806,3120690,434819,1045357,5.40
2026-07-02,bedrock,claude-haiku-4-5,Support,Ticket Triage,12480,15122548,1563129,6002519,23.54
2026-07-02,bedrock,claude-sonnet-5,Support,Ticket Triage,815,1496300,477671,570536,11.83
2026-07-03,bedrock,claude-opus-5,Delivery,Cortex CMS,916,2002053,1173807,790799,39.75
2026-07-03,bedrock,claude-opus-4-8,Delivery,Cortex CMS,160,371578,186711,126782,6.59
2026-07-03,bedrock,claude-sonnet-5,Delivery,Client Portal,3700,5852944,2502403,2335015,55.80
